,0
Start,2024-08-05 00:00:00
End,2026-08-03 00:00:00
Period,502 days 00:00:00
Start Value,10000.0
End Value,6922.896817743968
Total Return [%],-30.771031822560317
Benchmark Return [%],-53.22960629660691
Max Gross Exposure [%],100.0
Total Fees Paid,84.13461361287776
Max Drawdown [%],54.2849404234365
Max Drawdown Duration,237 days 00:00:00
Total Trades,5
Total Closed Trades,5
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],20.0
Best Trade [%],1.423577709873789
Worst Trade [%],-14.182586567316871
Avg Winning Trade [%],1.423577709873789
Avg Losing Trade [%],-8.99406979941432
Avg Winning Trade Duration,68 days 00:00:00
Avg Losing Trade Duration,25 days 00:00:00
Profit Factor,0.030582359075155975
Expectancy,-615.4206364512065
Sharpe Ratio,-0.4226897143136454
Calmar Ratio,-0.4322089208954351
Omega Ratio,0.9022426715584333
Sortino Ratio,-0.6117451115093251
