,0
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,6922.896817743968
Total Return [%],-30.771031822560317
Benchmark Return [%],-52.09806560128523
Max Gross Exposure [%],100.0
Total Fees Paid,84.13461361287776
Max Drawdown [%],54.2849404234365
Max Drawdown Duration,239 days 00:00:00
Total Trades,5
Total Closed Trades,5
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],20.0
Best Trade [%],1.423577709873789
Worst Trade [%],-14.182586567316871
Avg Winning Trade [%],1.423577709873789
Avg Losing Trade [%],-8.99406979941432
Avg Winning Trade Duration,68 days 00:00:00
Avg Losing Trade Duration,25 days 00:00:00
Profit Factor,0.030582359075155975
Expectancy,-615.4206364512065
Sharpe Ratio,-0.42185147071042217
Calmar Ratio,-0.43071210657957276
Omega Ratio,0.9022426715584333
Sortino Ratio,-0.6105301249842409
