,0
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,506 days 00:00:00
Start Value,10000.0
End Value,9750.476013932619
Total Return [%],-2.4952398606738098
Benchmark Return [%],43.26699146345456
Max Gross Exposure [%],100.0
Total Fees Paid,142.58699417242659
Max Drawdown [%],24.36383317864958
Max Drawdown Duration,246 days 00:00:00
Total Trades,8
Total Closed Trades,7
Total Open Trades,1
Open Trade PnL,-407.38696413973776
Win Rate [%],28.57142857142857
Best Trade [%],14.203159479210106
Worst Trade [%],-3.871863764448907
Avg Winning Trade [%],8.137536940017789
Avg Losing Trade [%],-2.7101323712562215
Avg Winning Trade Duration,44 days 00:00:00
Avg Losing Trade Duration,33 days 04:48:00
Profit Factor,1.1228761799760285
Expectancy,22.55185401033671
Sharpe Ratio,0.0661124992421059
Calmar Ratio,-0.07413657173131512
Omega Ratio,1.0121423882943936
Sortino Ratio,0.09655307048464734
