,0
Start,2024-08-05 00:00:00
End,2026-08-03 00:00:00
Period,502 days 00:00:00
Start Value,10000.0
End Value,8457.800059342526
Total Return [%],-15.421999406574741
Benchmark Return [%],3.680979920027161
Max Gross Exposure [%],100.0
Total Fees Paid,186.9402707804896
Max Drawdown [%],22.050534230711445
Max Drawdown Duration,466 days 00:00:00
Total Trades,10
Total Closed Trades,9
Total Open Trades,1
Open Trade PnL,0.0
Win Rate [%],55.55555555555556
Best Trade [%],6.072402806073069
Worst Trade [%],-6.284587052049312
Avg Winning Trade [%],3.045505425937063
Avg Losing Trade [%],-2.5559951407274
Avg Winning Trade Duration,19 days 00:00:00
Avg Losing Trade Duration,24 days 12:00:00
Profit Factor,1.4523209392513343
Expectancy,50.84240733407907
Sharpe Ratio,-0.3146686190097209
Calmar Ratio,-0.5199930569472051
Omega Ratio,0.9372652120289827
Sortino Ratio,-0.45560220238064814
