,0
Start,2024-08-05 00:00:00
End,2026-08-03 00:00:00
Period,502 days 00:00:00
Start Value,10000.0
End Value,7908.578336308771
Total Return [%],-20.91421663691229
Benchmark Return [%],-1.6317176064618577
Max Gross Exposure [%],100.0
Total Fees Paid,191.90689319729424
Max Drawdown [%],27.944726432880724
Max Drawdown Duration,165 days 00:00:00
Total Trades,11
Total Closed Trades,11
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],36.36363636363637
Best Trade [%],10.811102517306074
Worst Trade [%],-8.078689539853087
Avg Winning Trade [%],4.711716961407894
Avg Losing Trade [%],-5.768329854631666
Avg Winning Trade Duration,39 days 06:00:00
Avg Losing Trade Duration,10 days 00:00:00
Profit Factor,0.4261535417633902
Expectancy,-190.12924215374807
Sharpe Ratio,-0.386242301363382
Calmar Ratio,-0.5612631701273385
Omega Ratio,0.9205145108213197
Sortino Ratio,-0.5444470477726175
