,0
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,7266.862256656281
Total Return [%],-27.331377433437194
Benchmark Return [%],6.543960835151941
Max Gross Exposure [%],100.0
Total Fees Paid,146.30923678666
Max Drawdown [%],40.19741497647701
Max Drawdown Duration,345 days 00:00:00
Total Trades,8
Total Closed Trades,8
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],25.0
Best Trade [%],6.0465787842871705
Worst Trade [%],-14.589992389132131
Avg Winning Trade [%],5.867062124346956
Avg Losing Trade [%],-6.897085836461321
Avg Winning Trade Duration,83 days 12:00:00
Avg Losing Trade Duration,10 days 12:00:00
Profit Factor,0.2848423688925471
Expectancy,-341.642217917965
Sharpe Ratio,-0.5853911007207112
Calmar Ratio,-0.513534468579468
Omega Ratio,0.8852745187206482
Sortino Ratio,-0.7604313105658377
