,TCELL.IS
Start,2024-07-29 00:00:00
End,2026-07-27 00:00:00
Period,503 days 00:00:00
Start Value,10000.0
End Value,11086.789187018792
Total Return [%],10.867891870187924
Benchmark Return [%],5.332762452025697
Max Gross Exposure [%],100.0
Total Fees Paid,218.45188933357474
Max Drawdown [%],14.403569450723621
Max Drawdown Duration,142 days 00:00:00
Total Trades,10
Total Closed Trades,10
Total Open Trades,0
Open Trade PnL,0.0
Win Rate [%],70.0
Best Trade [%],6.793969052356198
Worst Trade [%],-11.194600283702007
Avg Winning Trade [%],4.416443791413752
Avg Losing Trade [%],-6.322711779699541
Avg Winning Trade Duration,6 days 06:51:25.714285
Avg Losing Trade Duration,19 days 08:00:00
Profit Factor,1.4903111139419012
Expectancy,108.6789187018789
Sharpe Ratio,0.473458997994952
Calmar Ratio,0.5397126046903669
Omega Ratio,1.158889244814736
Sortino Ratio,0.6981312582614065
