,0
Start,2024-08-05 00:00:00
End,2026-08-05 00:00:00
Period,504 days 00:00:00
Start Value,10000.0
End Value,11011.452671846235
Total Return [%],10.114526718462349
Benchmark Return [%],22.22504151808966
Max Gross Exposure [%],100.0
Total Fees Paid,425.71710982732344
Max Drawdown [%],24.83093676513691
Max Drawdown Duration,234 days 00:00:00
Total Trades,22
Total Closed Trades,21
Total Open Trades,1
Open Trade PnL,-502.8468944013439
Win Rate [%],52.38095238095239
Best Trade [%],14.318724747506806
Worst Trade [%],-9.462667378945365
Avg Winning Trade [%],4.583470910558071
Avg Losing Trade [%],-3.3195092791217276
Avg Winning Trade Duration,16 days 00:00:00
Avg Losing Trade Duration,8 days 14:24:00
Profit Factor,1.469053379918161
Expectancy,72.1095031546466
Sharpe Ratio,0.39194164978363144
Calmar Ratio,0.2910480381251155
Omega Ratio,1.0745108708037425
Sortino Ratio,0.5678922712180137
